分类1	分类2	cate-flag	食材名称	热量	碳水化合物	蛋白质	脂肪	归经	性	味
调味品	酱油	201#1790	老抽	130.00	7.90	0.30	23.80	肝,大肠	温	甘,酸
调味品	酱油	201#1791	生抽	20.00	4.80	0.10	0.00	肝,大肠	温	甘,酸
调味品	醋	202#1792	醋	31.00	2.10	0.30	4.90	肝,大肠	温	甘,酸
调味品	醋	202#1793	白醋	6.00	0.10	0.60	0.00	肝,大肠	温	甘,酸
调味品	醋	202#1794	陈醋	114.00	9.80	0.30	17.90	肝,大肠	温	甘,酸
调味品	醋	202#1795	甘醋	37.00	2.80	0.00	6.50	肝,大肠	温	甘,酸
调味品	醋	202#1796	黑醋	91.00	3.70	0.20	18.50	肝,大肠	温	甘,酸
调味品	醋	202#1797	五香醋	14.00	0.50	0.00	3.00			
调味品	醋	202#1798	香醋	68.00	3.80	0.10	13.00	肝,大肠	温	甘,酸
调味品	醋	202#1799	熏醋	43.00	3.00	0.40	6.90	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1800	豆瓣酱	181.00	13.60	6.80	17.10	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1801	豆瓣酱(辣油)	188.00	7.90	5.90	27.00	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1802	豆瓣辣酱	73.00	3.60	2.40	12.90	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1803	黄酱(大酱)	138.00	12.10	1.20	21.30	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1804	酱油膏	99.00	13.00	0.70	10.20	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1805	辣椒酱(辣椒糊)	36.00	0.80	2.80	3.20	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1806	麻辣酱	145.00	5.80	5.10	21.40	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1807	牛肉辣瓣酱	129.00	9.70	6.10	9.40	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1808	蒜蓉辣酱	96.00	4.80	0.60	19.60	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1809	甜面酱	139.00	5.50	0.60	28.50	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1810	五香豆豉	270.00	24.10	3.00	39.70	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1811	香油辣酱	67.00	2.10	3.60	9.80	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1812	芝麻酱	630.00	19.20	52.70	22.70	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1813	郫县辣酱	106.00	4.00	1.00	24.80	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1814	花生酱	650.00	22.20	53.10	20.90	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1815	花生酱(加巧克力)	649.00	19.60	55.40	22.10	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1816	芝麻酱	711.00	18.00	66.80	9.40	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1817	千岛沙拉酱	477.00	2.30	43.40	19.80			
调味品	豆瓣酱	203#1818	沙拉酱	724.00	2.80	78.80	1.00	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1819	奶油攀司	605.00	2.90	42.00	53.80	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1820	番茄酱	85.00	4.90	0.20	16.90	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1821	柠檬酱	299.00	0.60	5.10	62.70	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1822	苹果酱	278.00	0.40	0.10	69.00	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1823	桃酱	274.00	0.40	0.20	68.00	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1824	杏酱	286.00	0.20	0.30	70.90	肝,大肠	温	甘,酸
调味品	豆瓣酱	203#1825	草莓酱	286.00	0.30	1.10	69.30			
调味品	豆瓣酱	203#1826	番茄沙司	115.00	1.00	0.20	28.00	肝,大肠	温	甘,酸
调味品	腐乳	204#1827	腐乳(酱豆腐)	135.00	10.90	8.20	4.80	肝,大肠	温	甘,酸
调味品	腐乳	204#1828	腐乳(臭)(臭豆腐)	132.00	11.60	7.90	3.90	肝,大肠	温	甘,酸
调味品	腐乳	204#1829	腐乳(红)(酱豆腐)	153.00	12.00	8.10	8.20	肝,大肠	温	甘,酸
调味品	腐乳	204#1830	桂林腐乳	206.00	7.30	11.30	19.20	肝,大肠	温	甘,酸
调味品	腐乳	204#1831	糟豆腐乳(糟乳)	157.00	11.70	7.40	11.20	肝,大肠	温	甘,酸
调味品	腐乳	204#1832	腐乳(香辣味)	160.00	13.10	11.60	0.80	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1843	酱萝卜	33.00	3.50	0.40	4.50	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1844	酱蘑菇	122.00	5.40	0.20	25.00	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1845	酱苤蓝丝	42.00	5.50	0.00	5.70	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1846	酱莴笋	25.00	2.30	0.20	4.10	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1847	芥菜干	196.00	13.30	0.80	47.50	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1848	金钱萝卜	45.00	1.60	0.30	10.10	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1849	辣萝卜条	41.00	1.40	0.50	8.50	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1850	萝卜干	67.00	3.30	0.20	14.60	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1851	乳黄瓜(嫩黄瓜)	36.00	1.70	0.30	7.40	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1852	什锦菜	38.00	2.90	0.50	6.20	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1853	酸芥菜	21.00	1.20	0.10	4.90	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1854	蒜头(酱)	109.00	4.40	0.10	23.90	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1855	蒜头(甜)(糖蒜)	117.00	2.10	0.20	27.60	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1856	甜辣黄瓜	102.00	2.80	0.20	22.80	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1857	甜酸皎头	98.00	0.50	0.50	23.00	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1858	五香大头菜	57.00	4.60	0.20	11.50	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1859	咸沙葱(蒙古韭)	28.00	2.40	0.80	3.80	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1860	洋姜(腌)(菊芋，鬼子姜)	36.00	2.60	0.00	6.80	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1861	榨菜	33.00	2.20	0.30	6.50	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1862	蕨菜(腌)	26.00	2.50	0.30	4.40	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1863	腌芥菜头(水芥，水疙瘩)	44.00	2.80	0.10	9.30	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1864	腌芥菜头(煮)(煮芥，煮疙瘩)	30.00	2.10	0.20	5.90	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1865	腌龙须菜	71.00	1.40	0.00	17.30	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1866	腌雪里红	29.00	2.40	0.20	5.40	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1867	剁辣椒	42.00	1.40	0.50	10.80	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1868	酱八宝菜	133.00	5.60	6.10	13.80	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1869	酱甘露	72.00	3.00	0.40	14.00			
调味品	蔬菜腌制品	205#1870	酱花生米	401.00	17.20	31.90	11.30			
调味品	蔬菜腌制品	205#1871	酱籽萝	60.00	2.90	0.40	11.20	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1872	麻仁金丝	69.00	3.10	0.60	12.70	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1873	雪菜	39.00	1.50	1.60	8.70	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1874	腌大头菜	67.00	7.00	0.20	11.30	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1875	腌芥菜头	26.00	2.40	0.10	5.60	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1876	腌韭菜花	32.00	2.80	0.60	3.80	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1877	腌萝卜条	55.00	0.60	0.30	15.30			
调味品	蔬菜腌制品	205#1833	八宝菜	78.00	4.60	1.40	13.40	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1834	冬菜	52.00	3.50	0.30	10.10	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1835	狗芽菜	27.00	1.30	0.10	6.50	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1836	桂花大头菜(佛手疙瘩)	54.00	3.20	0.40	10.40	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1837	合锦菜	83.00	6.00	0.00	16.70	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1838	姜(糟)	30.00	1.60	0.80	4.80	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1839	酱包瓜	112.00	4.70	0.00	24.80	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1840	酱大头菜	41.00	2.40	0.30	8.40	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1841	酱甘露(地蚕，甘露子)	41.00	2.20	0.30	8.20	肝,大肠	温	甘,酸
调味品	蔬菜腌制品	205#1842	酱黄瓜	26.00	3.00	0.30	3.40	肝,大肠	温	甘,酸
调味品	香辛料	206#1878	八角(大料，大茴香)	281.00	3.80	5.60	75.40	肝,大肠	温	甘,酸
调味品	香辛料	206#1879	胡椒粉	361.00	9.60	2.20	76.90	肝,大肠	温	甘,酸
调味品	香辛料	206#1880	花椒	316.00	6.70	8.90	66.50	肝,大肠	温	甘,酸
调味品	香辛料	206#1881	黄毛籽	330.00	21.00	15.60	50.40			
调味品	香辛料	206#1882	芥末	490.00	23.60	29.90	35.30	肝,大肠	温	甘,酸
调味品	香辛料	206#1883	苦豆子	270.00	4.60	2.40	72.30	肝,大肠	温	甘,酸
调味品	香辛料	206#1884	辣椒粉	290.00	15.20	9.50	57.70	肝,大肠	温	甘,酸
调味品	香辛料	206#1885	全料蒸肉粉	343.00	8.90	1.20	74.30	肝,大肠	温	甘,酸
调味品	香辛料	206#1886	五香粉	359.00	1.00	8.00	73.30	肝,大肠	温	甘,酸
调味品	香辛料	206#1887	茴香籽(小茴香籽)	318.00	14.50	11.80	55.50	肝,大肠	温	甘,酸
调味品	香辛料	206#1888	咖喱粉	341.00	13.00	12.20	63.30	肝,大肠	温	甘,酸
调味品	盐	207#1889	湖盐(青盐)	11.00	0.10	0.00	2.70	肝,大肠	温	甘,酸
调味品	盐	207#1890	精盐	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
调味品	盐	207#1891	土盐	0.00	0.00	0.00	0.00	肝,大肠	温	甘,酸
调味品	盐	207#1892	味精	268.00	40.10	0.20	26.50	肝,大肠	温	甘,酸
调味品	盐	207#1893	鸡粉	226.00	13.20	5.10	32.40			
调味品	盐	207#1894	鸡精	197.00	10.70	2.80	32.50	肝,大肠	温	甘,酸
调味品	盐	207#1895	酵母(鲜)	106.00	2.60	0.00	23.90	肝,大肠	温	甘,酸
调味品	盐	207#1896	酵母(干)	372.00	47.60	1.70	45.50	肝,大肠	温	甘,酸
调味品	盐	207#1897	料酒	1.00	0.30	0.00	0.00	肝,大肠	温	甘,酸
药食两用	植物类	211#1914	莱菔子	423.00	18.80	30.00	37.20	肝,大肠	温	甘,酸
药食两用	植物类	211#1915	罗汉果	246.00	13.40	0.80	65.60	肝,大肠	温	甘,酸
药食两用	植物类	211#1916	木榧(园榧)	560.00	12.40	42.00	38.50	肝,大肠	温	甘,酸
药食两用	植物类	211#1917	肉豆蔻	494.00	8.10	35.20	43.30	肝,大肠	温	甘,酸
药食两用	植物类	211#1918	肉桂	278.00	11.70	2.70	71.50	肝,大肠	温	甘,酸
药食两用	植物类	211#1919	砂仁	265.00	8.10	1.50	69.00	肝,大肠	温	甘,酸
药食两用	植物类	211#1920	桃仁	487.00	0.10	37.60	51.40	肝,大肠	温	甘,酸
药食两用	植物类	211#1921	乌梅	287.00	6.80	2.30	76.60	肝,大肠	温	甘,酸
药食两用	植物类	211#1922	郁李仁	532.00	24.80	42.70	24.00	肝,大肠	温	甘,酸
药食两用	植物类	211#1923	枣仁	416.00	0.80	24.10	61.00	肝,大肠	温	甘,酸
药食两用	植物类	211#1924	紫苏	295.00	0.20	11.90	77.00	肝,大肠	温	甘,酸
药食两用	植物类	211#1925	茯苓	178.00	1.20	0.50	82.60	肝,大肠	温	甘,酸
药食两用	植物类	211#1926	霍香	264.00	10.50	5.00	63.10	肝,大肠	温	甘,酸
药食两用	植物类	211#1927	藿香(鲜)	11.00	0.00	0.00	5.50			
药食两用	植物类	211#1928	藿香叶(鲜)(兜娄婆香)	97.00	8.60	1.70	13.70	肝,大肠	温	甘,酸
药食两用	植物类	211#1929	枸杞子	292.00	13.90	1.50	64.10	肝,大肠	温	甘,酸
药食两用	植物类	211#1930	紫苏(鲜)(赤苏，白苏)	59.00	3.80	1.30	9.90	肝,大肠	温	甘,酸
药食两用	植物类	211#1898	白芷	335.00	8.90	1.50	74.10	肝,大肠	温	甘,酸
药食两用	植物类	211#1899	薄荷(干)	271.00	6.80	3.90	67.60	肝,大肠	温	甘,酸
药食两用	植物类	211#1900	薄荷(鲜)	34.00	4.40	0.00	6.60			
药食两用	植物类	211#1901	北五味子叶(鲜)(五味子，秤砣子)	75.00	3.90	0.30	15.30	肝,大肠	温	甘,酸
药食两用	植物类	211#1902	车前(鲜)	1.00	0.00	0.00	0.30	肝,大肠	温	甘,酸
药食两用	植物类	211#1903	车前(鲜)(车轮菜)	73.00	4.00	1.00	13.70	肝,大肠	温	甘,酸
药食两用	植物类	211#1904	陈皮	319.00	8.00	1.40	79.00	肝,大肠	温	甘,酸
药食两用	植物类	211#1905	丁香	392.00	0.30	17.20	67.40	肝,大肠	温	甘,酸
药食两用	植物类	211#1906	防风(根，鲜)	9.00	0.00	0.00	4.30	肝,大肠	温	甘,酸
药食两用	植物类	211#1907	防风(叶，鲜)	8.00	0.00	0.00	4.00	肝,大肠	温	甘,酸
药食两用	植物类	211#1908	甘草	280.00	4.90	4.20	75.00	肝,大肠	温	甘,酸
药食两用	植物类	211#1909	高良姜	256.00	10.90	5.70	61.90	肝,大肠	温	甘,酸
药食两用	植物类	211#1910	红花	268.00	4.60	4.90	63.30	肝,大肠	温	甘,酸
药食两用	植物类	211#1911	虎杖(鲜)	5.00	0.00	0.00	2.50	肝,大肠	温	甘,酸
药食两用	植物类	211#1912	菊花(怀菊花)	274.00	6.00	3.30	63.00	肝,大肠	温	甘,酸
药食两用	植物类	211#1913	决明(鲜)	1.00	0.00	0.00	0.30	肝,大肠	温	甘,酸
药食两用	其他	219#1931	甲鱼(鳖)	118.00	17.80	4.30	2.10	肝,大肠	温	甘,酸
药食两用	其他	219#1932	田鸡(青蛙)	93.00	20.50	1.20	0.00	肝,大肠	温	甘,酸
药食两用	其他	219#1933	田鸡腿(青蛙腿)	79.00	11.80	1.40	4.70	肝,大肠	温	甘,酸
药食两用	其他	219#1934	中国鲎(水鳖子)	63.00	10.30	1.50	2.10	肝,大肠	温	甘,酸
药食两用	其他	219#1935	蛇	85.00	15.10	0.50	5.00	肝,大肠	温	甘,酸
药食两用	其他	219#1936	饭铲头蛇	88.00	15.10	0.40	6.10	肝,大肠	温	甘,酸
药食两用	其他	219#1937	过树榕蛇	75.00	13.70	0.20	4.50	肝,大肠	温	甘,酸
药食两用	其他	219#1938	锦蛇	94.00	20.30	0.70	1.60	肝,大肠	温	甘,酸
药食两用	其他	219#1939	三索线蛇	76.00	11.80	0.10	6.90	肝,大肠	温	甘,酸
药食两用	其他	219#1940	水蛇	90.00	14.40	1.00	5.90	肝,大肠	温	甘,酸
药食两用	其他	219#1941	蚕蛹	230.00	21.50	13.00	6.70	肝,大肠	温	甘,酸
药食两用	其他	219#1942	冬虫夏草(虫草)	332.00	20.90	4.70	61.60	肝,大肠	温	甘,酸
药食两用	其他	219#1943	蝎子	177.00	26.20	4.70	7.50	肝,大肠	温	甘,酸
药食两用	其他	219#1944	蜂蛹(蜂胚、蜂仔)	100.00	10.60	5.40	2.30	肝,大肠	温	甘,酸
药食两用	其他	219#1945	蜂蛹(油蜂)	669.00	20.00	61.40	9.00	肝,大肠	温	甘,酸
药食两用	其他	219#1946	蜂蛹(大黄蜂)	109.00	12.10	3.80	6.60	肝,大肠	温	甘,酸
药食两用	其他	219#1947	葛根	190.00	1.50	0.20	45.60	肝,大肠	温	甘,酸
药食两用	其他	219#1948	花椒叶(干)	317.00	16.70	0.70	61.00	肝,大肠	温	甘,酸
药食两用	其他	219#1949	花粉(油菜)	409.00	24.60	11.10	52.70	肝,大肠	温	甘,酸
药食两用	其他	219#1950	花粉(油菜)(松花粉)	398.00	9.60	7.70	72.50	肝,大肠	温	甘,酸
药食两用	其他	219#1951	花粉(荞麦)	367.00	14.90	4.20	67.30	肝,大肠	温	甘,酸
药食两用	其他	219#1952	牛蛙	81.00	15.70	0.50	3.40	肝,大肠	温	甘,酸
药食两用	其他	219#1953	仙人掌(食用)	15.00	0.50	0.00	4.60			
药食两用	其他	219#1954	仙人掌果(仙桃)	25.00	1.10	0.10	6.80	肝,大肠	温	甘,酸
药食两用	其他	219#1955	仙人掌籽	249.00	7.40	5.10	81.70	肝,大肠	温	甘,酸
